Date,Energy,Equity,FX,Metals,Rates
2007-01-09 00:00:00+00:00,0.00150520,0.00428010,0.00576120,0.00239289,-0.00936480
2007-01-10 00:00:00+00:00,0.00853582,0.00223085,0.00185671,0.00111622,-0.00799179
2007-01-11 00:00:00+00:00,0.02689076,0.00344024,0.01366146,0.00052241,-0.00570962
2007-01-12 00:00:00+00:00,0.02690105,0.01215477,0.01678089,0.00174450,-0.00183775
2007-01-15 00:00:00+00:00,0.02467887,0.01145015,0.01842124,0.00170697,-0.00336253
2007-01-16 00:00:00+00:00,0.02774051,0.00787804,0.03023787,0.00196585,-0.00430689
2007-01-17 00:00:00+00:00,0.02652044,0.00728484,0.02850803,0.00249910,-0.00403895
2007-01-18 00:00:00+00:00,0.02672576,0.00155215,0.03114241,0.00330409,-0.00184803
2007-01-19 00:00:00+00:00,0.02034843,0.00090249,0.03177929,0.00347149,-0.00144942
2007-01-22 00:00:00+00:00,0.02379089,-0.00482467,0.03778882,0.00337060,-0.00534920
2007-01-23 00:00:00+00:00,0.01722776,-0.00405890,0.04552829,0.00313911,-0.00189440
2007-01-24 00:00:00+00:00,0.01688692,0.00639242,0.03635326,0.00297126,0.00233878
2007-01-25 00:00:00+00:00,0.01322442,0.00341856,0.03648918,0.00256396,0.01310086
2007-01-26 00:00:00+00:00,0.01070647,0.00179930,0.03971051,0.00262478,0.01470232
2007-01-29 00:00:00+00:00,0.01352379,0.00521830,0.04234517,0.00416852,0.01565248
2007-01-30 00:00:00+00:00,0.00762528,0.00693721,0.04108014,0.00375964,0.01311525
2007-01-31 00:00:00+00:00,0.00799789,0.00946905,0.03588279,0.00373533,0.01713324
2007-02-01 00:00:00+00:00,0.01000590,0.00236592,0.03515015,0.00483734,0.02006883
2007-02-02 00:00:00+00:00,0.00807197,0.00039736,0.03516125,0.00521844,0.01772417
2007-02-05 00:00:00+00:00,0.00940566,-0.00023115,0.03120148,0.00642357,0.01309906
2007-02-06 00:00:00+00:00,0.01202757,0.00315166,0.03189973,0.00449946,0.00942181
2007-02-07 00:00:00+00:00,0.01056395,0.00600837,0.03491030,0.00542830,0.00346152
2007-02-08 00:00:00+00:00,0.00723710,0.00373554,0.03848476,0.00616439,0.00093802
2007-02-09 00:00:00+00:00,0.00742446,-0.00042139,0.04139404,0.00612020,0.00480538
2007-02-12 00:00:00+00:00,0.01112402,-0.00614256,0.04074875,0.00621063,0.01044463
2007-02-13 00:00:00+00:00,0.00841147,-0.00570609,0.03896883,0.00483853,0.01248380
2007-02-14 00:00:00+00:00,0.00892436,0.00186857,0.03966918,0.00544816,0.00294052
2007-02-15 00:00:00+00:00,0.00919440,0.00223748,0.03186439,0.00442021,-0.00325143
2007-02-16 00:00:00+00:00,0.01068172,0.00098038,0.03056267,0.00493245,-0.00436229
2007-02-19 00:00:00+00:00,0.00894165,0.00294598,0.02953351,0.00489346,-0.00468471
2007-02-20 00:00:00+00:00,0.00948941,0.00292277,0.03066111,0.00378870,-0.00469622
2007-02-21 00:00:00+00:00,0.00889030,0.00312797,0.02289822,0.00566037,-0.00560649
2007-02-22 00:00:00+00:00,0.00815804,0.01745962,0.02054976,0.00451922,-0.00483366
2007-02-23 00:00:00+00:00,0.00902282,0.01636044,0.01302560,0.00439636,-0.00916362
2007-02-26 00:00:00+00:00,0.01120304,0.01287792,0.01695635,0.00444893,-0.00995779
2007-02-27 00:00:00+00:00,0.01225196,-0.01090334,-0.00246835,0.00357130,-0.01791884
2007-02-28 00:00:00+00:00,0.01326105,-0.01136050,-0.01422519,0.00227905,-0.02612875
2007-03-01 00:00:00+00:00,0.01295378,-0.01700775,-0.01875654,0.00106213,-0.02547311
2007-03-02 00:00:00+00:00,0.01198074,-0.02112735,-0.02089339,0.00011205,-0.02328464
2007-03-05 00:00:00+00:00,0.01081330,-0.02170864,-0.02355006,0.00109467,-0.01611361
2007-03-06 00:00:00+00:00,0.01007566,-0.01690150,-0.02242990,0.00080069,-0.01587411
2007-03-07 00:00:00+00:00,0.01115916,-0.01829718,-0.00600951,0.00160745,-0.00172282
2007-03-08 00:00:00+00:00,0.00919992,-0.01930735,-0.01156034,0.00116020,-0.00484972
2007-03-09 00:00:00+00:00,0.00905028,-0.01883803,-0.01774734,0.00123837,-0.01465596
2007-03-12 00:00:00+00:00,0.01189726,-0.02134516,-0.00954841,0.00071223,-0.00349367
2007-03-13 00:00:00+00:00,0.01266221,-0.02542579,-0.00445465,0.00098550,0.00061934
2007-03-14 00:00:00+00:00,0.01101732,-0.02750805,0.00038770,0.00258719,0.00048376
2007-03-15 00:00:00+00:00,0.00644079,-0.02533865,0.00217502,0.00299107,-0.00241404
2007-03-16 00:00:00+00:00,0.00700778,-0.02362161,-0.00376458,0.00258790,-0.00497175
2007-03-19 00:00:00+00:00,0.00604966,-0.02236036,-0.00447368,0.00185575,-0.00406369
2007-03-20 00:00:00+00:00,0.00521170,-0.01974131,-0.00200260,0.00112424,-0.00849567
2007-03-21 00:00:00+00:00,0.00172340,-0.01581194,0.00301646,0.00060669,-0.00161386
2007-03-22 00:00:00+00:00,0.00136499,-0.01565397,-0.00026064,0.00091276,-0.00506198
2007-03-23 00:00:00+00:00,-0.00517505,-0.01764215,-0.00150015,0.00082296,-0.00683013
2007-03-26 00:00:00+00:00,-0.00575506,-0.02203825,0.00199490,0.00189590,-0.00686441
2007-03-27 00:00:00+00:00,-0.00638072,-0.02133753,-0.00252884,0.00088479,-0.00584482
2007-03-28 00:00:00+00:00,-0.00588422,-0.01985696,-0.00753896,0.00065535,-0.00037234
2007-03-29 00:00:00+00:00,-0.00377226,-0.01932252,-0.00685711,0.00048883,-0.00117397
2007-03-30 00:00:00+00:00,-0.00403616,-0.02318927,-0.01175732,0.00097031,-0.00380142
2007-04-02 00:00:00+00:00,-0.00811616,-0.02264234,-0.00036367,-0.00271674,-0.00627098
2007-04-03 00:00:00+00:00,-0.01301426,-0.02173600,0.00141363,-0.00216450,-0.00654080
2007-04-04 00:00:00+00:00,-0.01001889,-0.01654149,0.01339012,-0.00055703,-0.00810481
2007-04-05 00:00:00+00:00,-0.00768516,-0.01629211,0.01472646,-0.00068904,-0.00736883
2007-04-06 00:00:00+00:00,-0.00792754,-0.01634497,0.00572165,-0.00050354,-0.01049680
2007-04-09 00:00:00+00:00,-0.01443663,-0.01663494,0.00535151,0.00235032,-0.01093426
2007-04-10 00:00:00+00:00,-0.02080505,-0.01973120,0.00878352,0.00288287,-0.01361965
2007-04-11 00:00:00+00:00,-0.01888148,-0.02232359,0.00717106,0.00279508,-0.01751403
2007-04-12 00:00:00+00:00,-0.01558983,-0.02308137,0.00994543,0.00135449,-0.01566425
2007-04-13 00:00:00+00:00,-0.01718482,-0.01895165,0.01557584,0.00271212,-0.01205373
2007-04-16 00:00:00+00:00,-0.02131867,-0.01525813,0.01516595,0.00299022,-0.01572070
2007-04-17 00:00:00+00:00,-0.02601537,-0.01270123,0.01443819,0.00387678,-0.01815037
2007-04-18 00:00:00+00:00,-0.01797919,-0.01547218,0.01889900,0.00329662,-0.02259204
2007-04-19 00:00:00+00:00,-0.01587888,-0.01353479,0.01172786,0.00245630,-0.01925398
2007-04-20 00:00:00+00:00,-0.00991405,-0.01103399,0.00755558,0.00415664,-0.02122665
2007-04-23 00:00:00+00:00,-0.00689829,-0.01658913,0.01676002,0.00453655,-0.02353452
2007-04-24 00:00:00+00:00,-0.00932985,-0.01296879,0.02160622,0.00303735,-0.03266286
2007-04-25 00:00:00+00:00,-0.00440303,-0.00798869,0.02078050,0.00358363,-0.03571269
2007-04-26 00:00:00+00:00,-0.00789389,-0.00730525,0.00865973,-0.00030542,-0.03720679
2007-04-27 00:00:00+00:00,-0.00006952,-0.00995288,0.01755817,0.00064758,-0.03177062
2007-04-30 00:00:00+00:00,0.00226851,-0.01361525,0.02443402,0.00111541,-0.03266538
2007-05-01 00:00:00+00:00,0.00107491,-0.01644075,0.01930717,0.00023364,-0.03491248
2007-05-02 00:00:00+00:00,0.00041946,-0.01317746,0.01507333,-0.00030745,-0.03247569
2007-05-03 00:00:00+00:00,0.00164588,-0.01020247,0.01665044,0.00145661,-0.02785203
2007-05-04 00:00:00+00:00,0.00030689,-0.00765666,0.01817119,0.00344988,-0.02532375
2007-05-07 00:00:00+00:00,-0.00359273,-0.00933652,0.01665802,0.00243940,-0.02095730
2007-05-08 00:00:00+00:00,-0.00195026,-0.01043460,0.01123740,0.00176041,-0.01855399
2007-05-09 00:00:00+00:00,-0.00023359,-0.00719251,0.01033184,0.00051948,-0.02496497
2007-05-10 00:00:00+00:00,0.00146187,-0.01153553,0.00499709,-0.00321636,-0.02555998
2007-05-11 00:00:00+00:00,0.00342951,-0.00935672,0.01125101,-0.00104546,-0.02642756
2007-05-14 00:00:00+00:00,0.00131876,-0.01513167,0.01095603,-0.00325055,-0.01760867
2007-05-15 00:00:00+00:00,0.00074071,-0.01683289,0.02017382,-0.00143967,-0.01138596
2007-05-16 00:00:00+00:00,0.00352886,-0.01286477,0.01601123,-0.00419764,-0.01198616
2007-05-17 00:00:00+00:00,0.00423443,-0.01460362,0.01616829,-0.00580827,-0.00926925
2007-05-18 00:00:00+00:00,0.00187335,-0.00730989,0.01457075,-0.00430172,-0.00663127
2007-05-21 00:00:00+00:00,0.00296259,-0.00317968,0.01028180,-0.00559051,-0.00616323
2007-05-22 00:00:00+00:00,0.00038488,-0.00573617,0.00973251,-0.00564642,-0.00580115
2007-05-23 00:00:00+00:00,0.00083106,-0.00474551,0.01257497,-0.00561616,0.00417737
2007-05-24 00:00:00+00:00,0.00239547,-0.01393338,0.00796402,-0.00712790,0.00485806
2007-05-25 00:00:00+00:00,0.00284553,0.01240600,0.01773037,-0.00597364,0.00983004
2007-05-28 00:00:00+00:00,0.00156932,0.01458715,0.01792268,-0.00454802,0.01023531
2007-05-29 00:00:00+00:00,-0.00218919,0.01857660,0.02030281,-0.00357526,0.01552745
2007-05-30 00:00:00+00:00,-0.00300769,0.02334563,0.02541596,-0.00189643,0.01540500
2007-05-31 00:00:00+00:00,-0.00166688,0.02544036,0.03901863,-0.00117680,0.02127023
2007-06-01 00:00:00+00:00,-0.00081150,0.02779871,0.04230434,-0.00144867,0.04213934
2007-06-04 00:00:00+00:00,-0.00057103,0.02726238,0.03683941,-0.00113858,0.03760042
2007-06-05 00:00:00+00:00,-0.00228780,0.02209770,0.03482033,-0.00127132,0.05134185
2007-06-06 00:00:00+00:00,-0.00218833,0.00798015,0.03241212,-0.00143248,0.04671469
2007-06-07 00:00:00+00:00,-0.00428420,-0.00119657,0.02585945,-0.00149650,0.07586232
2007-06-08 00:00:00+00:00,-0.00709958,0.00399689,0.03081482,-0.00247239,0.07866504
2007-06-11 00:00:00+00:00,-0.00641545,0.00680181,0.02991372,-0.00162821,0.07948473
2007-06-12 00:00:00+00:00,-0.00653656,0.00366537,0.02804951,-0.00188605,0.10155744
2007-06-13 00:00:00+00:00,-0.00590855,0.00689470,0.03322037,-0.00203257,0.10131249
2007-06-14 00:00:00+00:00,-0.00530190,0.00945120,0.03474299,-0.00171656,0.10420360
2007-06-15 00:00:00+00:00,-0.00445311,0.01187860,0.02869335,-0.00183784,0.09669189
2007-06-18 00:00:00+00:00,-0.00258238,0.01046154,0.02625991,-0.00187918,0.09229807
2007-06-19 00:00:00+00:00,-0.00268364,0.00953179,0.02923536,-0.00238974,0.08722120
2007-06-20 00:00:00+00:00,-0.00388013,0.00738884,0.03330672,-0.00172429,0.09511924
2007-06-21 00:00:00+00:00,-0.00406351,0.00754537,0.03203005,-0.00236237,0.09739994
2007-06-22 00:00:00+00:00,-0.00185503,0.00557862,0.03244211,-0.00210431,0.09698391
2007-06-25 00:00:00+00:00,-0.00123864,0.00617493,0.03428742,-0.00222542,0.08862002
2007-06-26 00:00:00+00:00,-0.00432215,0.00390032,0.03062662,-0.00212789,0.09054151
2007-06-27 00:00:00+00:00,-0.00500570,0.00521836,0.01894457,-0.00239398,0.08572150
2007-06-28 00:00:00+00:00,-0.00249495,0.00547896,0.02006987,-0.00267172,0.08953777
2007-06-29 00:00:00+00:00,-0.00019591,0.00500552,0.02624422,-0.00336113,0.08699637
2007-07-02 00:00:00+00:00,-0.00353407,0.00565575,0.02190817,-0.00450637,0.08258195
2007-07-03 00:00:00+00:00,-0.00368302,0.00610677,0.01785760,-0.00440436,0.08749065
2007-07-04 00:00:00+00:00,-0.00313041,0.00676651,0.02476253,-0.00440436,0.09090248
2007-07-05 00:00:00+00:00,0.00039862,0.00633375,0.02600817,-0.00520756,0.09748270
2007-07-06 00:00:00+00:00,0.00180594,0.00774446,0.01800789,-0.00604239,0.10059308
2007-07-09 00:00:00+00:00,0.00120875,0.00882064,0.01926108,-0.00681768,0.09879819
2007-07-10 00:00:00+00:00,-0.00189864,0.00472213,0.01679149,-0.00566753,0.08572310
2007-07-11 00:00:00+00:00,-0.00369324,0.00400918,0.01187593,-0.00707055,0.08424521
2007-07-12 00:00:00+00:00,0.00050432,0.00466069,0.01234288,-0.00824249,0.08892843
2007-07-13 00:00:00+00:00,0.00211463,0.00536008,0.00693638,-0.00982840,0.09093960
2007-07-16 00:00:00+00:00,0.00207662,0.00683731,0.00172742,-0.00945907,0.09101994
2007-07-17 00:00:00+00:00,0.00112439,0.00689310,0.01018439,-0.00845431,0.09195323
2007-07-18 00:00:00+00:00,-0.00032331,0.00146503,0.01432230,-0.00988494,0.08693132
2007-07-19 00:00:00+00:00,-0.00189003,0.00365263,0.01835699,-0.00898265,0.08862501
2007-07-20 00:00:00+00:00,-0.00060610,0.00269773,0.01578848,-0.00625373,0.08370918
2007-07-23 00:00:00+00:00,-0.00395415,-0.00003811,0.01467982,-0.00739343,0.08402639
2007-07-24 00:00:00+00:00,-0.00613255,-0.00564855,0.02333394,-0.00496042,0.08104583
2007-07-25 00:00:00+00:00,-0.00628488,-0.00443770,0.00649058,-0.00678106,0.07769682
2007-07-26 00:00:00+00:00,-0.00730122,-0.00595212,0.00129707,-0.00793002,0.07868418
2007-07-27 00:00:00+00:00,-0.00668640,-0.00807791,-0.00740687,-0.00793553,0.07758784
2007-07-30 00:00:00+00:00,-0.00843439,-0.01096087,-0.00270904,-0.00737958,0.07606696
2007-07-31 00:00:00+00:00,-0.00492346,-0.01608697,0.00128824,-0.00895530,0.07423066
2007-08-01 00:00:00+00:00,-0.00623475,-0.01861942,-0.00178914,-0.01069236,0.07545177
2007-08-02 00:00:00+00:00,-0.00209856,-0.01823450,-0.00221563,-0.01021315,0.07546208
2007-08-03 00:00:00+00:00,-0.00389783,-0.01672661,0.00497508,-0.01094628,0.07647263
2007-08-06 00:00:00+00:00,-0.01070257,-0.01748615,0.00383087,-0.00961656,0.07706549
2007-08-07 00:00:00+00:00,-0.01394854,-0.01119479,0.00724954,-0.00566369,0.07562642
2007-08-08 00:00:00+00:00,-0.01532574,-0.01677735,0.00427426,-0.00716590,0.07690480
2007-08-09 00:00:00+00:00,-0.01557281,-0.01567421,-0.00022634,-0.00609169,0.07399936
2007-08-10 00:00:00+00:00,-0.01576298,-0.01486386,-0.00331062,-0.00688568,0.07355235
2007-08-13 00:00:00+00:00,-0.01713900,-0.01832983,-0.00123930,-0.00408249,0.07423311
2007-08-14 00:00:00+00:00,-0.01776510,-0.01814273,-0.00424797,-0.00278860,0.07127870
2007-08-15 00:00:00+00:00,-0.01517545,-0.02442014,-0.00444536,-0.00327597,0.06914129
2007-08-16 00:00:00+00:00,-0.01610788,-0.02498294,0.00020381,-0.00484669,0.07042428
2007-08-17 00:00:00+00:00,-0.01243753,-0.02407101,-0.00133387,-0.00384464,0.06737520
2007-08-20 00:00:00+00:00,-0.01236895,-0.02388855,-0.00649983,-0.00389018,0.05997764
2007-08-21 00:00:00+00:00,-0.01421968,-0.01622217,-0.00115248,-0.00251281,0.06194746
2007-08-22 00:00:00+00:00,-0.01436640,-0.01847523,-0.00536467,-0.00368420,0.05579670
2007-08-23 00:00:00+00:00,-0.01391898,-0.01876298,-0.00609340,-0.00380301,0.05564045
2007-08-24 00:00:00+00:00,-0.01009329,-0.02156827,-0.00424066,-0.00405285,0.04922566
2007-08-27 00:00:00+00:00,-0.01249559,-0.02528418,-0.00483947,-0.00380820,0.04967750
2007-08-28 00:00:00+00:00,-0.01290715,-0.02543038,-0.00725720,-0.00427088,0.04891644
2007-08-29 00:00:00+00:00,-0.01287078,-0.03033960,-0.01258506,-0.00436075,0.02748765
2007-08-30 00:00:00+00:00,-0.01424297,-0.03019381,-0.01062108,-0.00473186,0.03345875
2007-08-31 00:00:00+00:00,-0.01251497,-0.02657856,-0.00605436,-0.00464637,0.01678431
2007-09-03 00:00:00+00:00,-0.01221549,-0.01268734,-0.00287842,-0.00441843,0.02628740
2007-09-04 00:00:00+00:00,-0.01103866,-0.00369904,0.00069784,-0.00420057,-0.00434130
2007-09-05 00:00:00+00:00,-0.00829306,-0.00820352,-0.00158921,-0.00330820,-0.00348846
2007-09-06 00:00:00+00:00,-0.00683438,-0.01020798,-0.00154746,-0.00367162,-0.00616646
2007-09-07 00:00:00+00:00,-0.00582303,-0.00843655,0.00509972,-0.00341163,-0.01492117
2007-09-10 00:00:00+00:00,-0.00620235,-0.01149835,-0.00379650,-0.00336564,-0.01112979
2007-09-11 00:00:00+00:00,-0.00564215,-0.01414412,-0.00563652,-0.00310372,-0.01761379
2007-09-12 00:00:00+00:00,-0.00361140,-0.01655962,0.00039476,-0.00324604,-0.01342068
2007-09-13 00:00:00+00:00,-0.00266418,-0.01595899,-0.00535659,-0.00333146,-0.01773884
2007-09-14 00:00:00+00:00,-0.00284202,-0.01498012,-0.00573252,-0.00316649,-0.00553463
2007-09-17 00:00:00+00:00,0.00004049,-0.01297610,-0.00607647,-0.00283743,-0.01278665
2007-09-18 00:00:00+00:00,0.00096864,-0.01225782,-0.00231785,-0.00266499,-0.01739327
2007-09-19 00:00:00+00:00,0.00221836,-0.01036707,-0.00651097,-0.00120306,-0.02059307
2007-09-20 00:00:00+00:00,0.00469911,-0.01046391,0.00506767,-0.00000399,-0.02297358
2007-09-21 00:00:00+00:00,0.00655822,-0.00849033,0.00845842,-0.00015848,-0.02327814
2007-09-24 00:00:00+00:00,0.00473683,-0.00948432,0.01748987,0.00016050,-0.01758075
2007-09-25 00:00:00+00:00,-0.00478045,-0.00957008,0.01661275,-0.00013109,-0.01972900
2007-09-26 00:00:00+00:00,-0.00511637,-0.00980600,0.01215666,-0.00095074,-0.01739315
2007-09-27 00:00:00+00:00,0.00379143,-0.01010409,0.01378432,0.00023063,-0.01042119
2007-09-28 00:00:00+00:00,0.00116641,-0.01162794,0.02777981,0.00170145,-0.01496270
2007-10-01 00:00:00+00:00,-0.00532418,-0.01080484,0.02329084,0.00337972,-0.01697925
2007-10-02 00:00:00+00:00,-0.00750428,-0.01047489,0.01584440,0.00014198,-0.02077110
2007-10-03 00:00:00+00:00,-0.00997239,-0.01296802,0.00816486,0.00134023,-0.02626080
2007-10-04 00:00:00+00:00,-0.00714124,-0.01318773,0.00940038,0.00162570,-0.02301023
2007-10-05 00:00:00+00:00,-0.00616388,-0.00672159,0.00929557,0.00199374,-0.02001131
2007-10-08 00:00:00+00:00,-0.00979730,-0.00776581,0.00773745,-0.00173681,-0.02128894
2007-10-09 00:00:00+00:00,-0.00734268,-0.00948647,0.00156115,-0.00054814,-0.02461751
2007-10-10 00:00:00+00:00,-0.00478943,-0.01050376,0.00190516,0.00094316,-0.02622056
2007-10-11 00:00:00+00:00,-0.00057912,-0.01155195,0.00689307,0.00205370,-0.02290732
2007-10-12 00:00:00+00:00,0.00127078,-0.00910955,-0.00076003,0.00152224,-0.02793686
2007-10-15 00:00:00+00:00,0.00588960,-0.01001347,-0.00209051,0.00308237,-0.02178701
2007-10-16 00:00:00+00:00,0.00131289,-0.01322886,-0.00810026,0.00118523,-0.02032439
2007-10-17 00:00:00+00:00,-0.00008613,-0.00922929,-0.00883944,-0.00004397,-0.00888683
2007-10-18 00:00:00+00:00,0.00324519,-0.01064188,0.00040916,0.00052400,-0.00723928
2007-10-19 00:00:00+00:00,0.00516617,-0.01265789,0.00123322,0.00096221,-0.00120452
2007-10-22 00:00:00+00:00,0.00166077,-0.01202037,-0.00079834,-0.00017546,-0.00004858
2007-10-23 00:00:00+00:00,0.00200819,-0.00572840,0.00986211,0.00125001,0.00522035
2007-10-24 00:00:00+00:00,0.00521847,-0.00376029,0.02589214,0.00056657,0.01113673
2007-10-25 00:00:00+00:00,0.01307648,-0.00465388,0.02747667,0.00136319,0.00852259
2007-10-26 00:00:00+00:00,0.01220477,-0.00078521,0.03035194,0.00380779,0.00624305
2007-10-29 00:00:00+00:00,0.01969808,-0.00059880,0.03209011,0.00499850,0.00583262
2007-10-30 00:00:00+00:00,0.01423516,-0.00178165,0.03250382,0.00409410,0.00538237
2007-10-31 00:00:00+00:00,0.02307612,0.00162671,0.03563797,0.00591991,-0.00530633
2007-11-01 00:00:00+00:00,0.02992575,-0.00352099,0.03353654,0.00474038,-0.00035314
2007-11-02 00:00:00+00:00,0.03403824,-0.00331718,0.03912330,0.00641217,0.01337723
2007-11-05 00:00:00+00:00,0.03019779,-0.00481478,0.03547579,0.00716794,0.01192912
2007-11-06 00:00:00+00:00,0.03642636,-0.00297753,0.04571778,0.00981100,0.00892535
2007-11-07 00:00:00+00:00,0.03778382,-0.00686475,0.06300881,0.01079500,0.01399721
2007-11-08 00:00:00+00:00,0.03840624,-0.00832793,0.06728723,0.01097016,0.02037194
2007-11-09 00:00:00+00:00,0.03818273,-0.01001123,0.06980724,0.01105667,0.02518275
2007-11-12 00:00:00+00:00,0.03339105,-0.01056289,0.07085158,0.00735213,0.02396903
2007-11-13 00:00:00+00:00,0.02697989,-0.01025366,0.05697076,0.00752452,0.01759012
2007-11-14 00:00:00+00:00,0.03046080,-0.00941897,0.05486114,0.00700022,0.01751699
2007-11-15 00:00:00+00:00,0.02826700,-0.00963327,0.05816038,0.00573779,0.03158845
2007-11-16 00:00:00+00:00,0.03196412,-0.00928762,0.05942464,0.00547213,0.03409563
2007-11-19 00:00:00+00:00,0.03210817,-0.00819991,0.06460211,0.00549367,0.04564063
2007-11-20 00:00:00+00:00,0.03683700,-0.00839570,0.07565158,0.00605130,0.04575716
2007-11-21 00:00:00+00:00,0.03612236,-0.00767541,0.08178785,0.00714999,0.05463527
2007-11-22 00:00:00+00:00,0.03965839,-0.00811373,0.08181643,0.00705888,0.05561628
2007-11-23 00:00:00+00:00,0.04134280,-0.00957376,0.08172462,0.00745183,0.04724723
2007-11-26 00:00:00+00:00,0.03976495,-0.00845262,0.08681189,0.00745205,0.06776240
2007-11-27 00:00:00+00:00,0.03610404,-0.00836699,0.08206104,0.00726840,0.05635832
2007-11-28 00:00:00+00:00,0.03086901,-0.01027190,0.07582131,0.00675654,0.05042173
2007-11-29 00:00:00+00:00,0.03152973,-0.01032128,0.06989547,0.00648563,0.05895691
2007-11-30 00:00:00+00:00,0.02873003,-0.01108918,0.06062561,0.00567453,0.05695113
2007-12-03 00:00:00+00:00,0.02922666,-0.01043188,0.06466953,0.00609725,0.05692825
2007-12-04 00:00:00+00:00,0.02821924,-0.01027354,0.06773308,0.00663666,0.06120282
2007-12-05 00:00:00+00:00,0.02723767,-0.00961004,0.05535391,0.00650246,0.05020342
2007-12-06 00:00:00+00:00,0.02736087,-0.00960270,0.05361584,0.00646122,0.04046533
2007-12-07 00:00:00+00:00,0.02530905,-0.00996152,0.05418026,0.00528498,0.03608557
2007-12-10 00:00:00+00:00,0.02310029,-0.01013614,0.05404278,0.00599635,0.03614236
2007-12-11 00:00:00+00:00,0.02242809,-0.01047124,0.05827969,0.00621590,0.05128226
2007-12-12 00:00:00+00:00,0.02458379,-0.01055505,0.05800638,0.00645658,0.04248961
2007-12-13 00:00:00+00:00,0.02247520,-0.01063596,0.05573210,0.00548042,0.04101565
2007-12-14 00:00:00+00:00,0.02056877,-0.01127168,0.04556430,0.00520355,0.04096090
2007-12-17 00:00:00+00:00,0.01718835,-0.01100878,0.04864783,0.00414239,0.04674649
2007-12-18 00:00:00+00:00,0.01345936,-0.01089534,0.03860792,0.00304997,0.05935360
2007-12-19 00:00:00+00:00,0.01298817,-0.01109704,0.03768728,0.00290984,0.06005336
2007-12-20 00:00:00+00:00,0.01563476,-0.01119973,0.03662731,0.00231519,0.06152125
2007-12-21 00:00:00+00:00,0.02332874,-0.01163955,0.03114609,0.00233235,0.05526091
2007-12-24 00:00:00+00:00,0.02418824,-0.01223246,0.03402087,0.00292947,0.05490040
2007-12-25 00:00:00+00:00,0.01503356,-0.01285646,0.03229966,0.00178911,0.05244903
2007-12-26 00:00:00+00:00,0.01758151,-0.01234767,0.01953190,0.00050712,0.05083407
2007-12-27 00:00:00+00:00,0.02418094,-0.01394918,0.02376679,-0.00102293,0.05332586
2007-12-28 00:00:00+00:00,0.02460460,-0.01390673,0.03212699,0.00218517,0.05334833
2007-12-31 00:00:00+00:00,0.02423806,-0.01338672,0.03718087,0.00113976,0.05690313
2008-01-01 00:00:00+00:00,0.02070585,-0.01357510,0.03487685,0.00085060,0.05523984
2008-01-02 00:00:00+00:00,0.02295482,-0.01683562,0.03596566,0.00182724,0.06832031
2008-01-03 00:00:00+00:00,0.02856804,-0.01653143,0.03631544,0.00548788,0.06814208
2008-01-04 00:00:00+00:00,0.02504182,-0.01922019,0.04130941,0.00481678,0.07205855
2008-01-07 00:00:00+00:00,0.01969414,-0.01912927,0.03792348,0.00292667,0.07326166
2008-01-08 00:00:00+00:00,0.01755936,-0.01771921,0.03315466,0.00302034,0.07302683
2008-01-09 00:00:00+00:00,0.01580843,-0.02005080,0.03617398,0.00372519,0.07875427
2008-01-10 00:00:00+00:00,0.00856590,-0.01729505,0.03611457,0.00311478,0.07502213
2008-01-11 00:00:00+00:00,0.01164233,-0.01522358,0.04330267,0.00420850,0.07546070
2008-01-14 00:00:00+00:00,0.01348137,-0.01746164,0.04448669,0.00530797,0.06978280
2008-01-15 00:00:00+00:00,0.00987338,-0.01487430,0.03452836,0.00515254,0.07128601
2008-01-16 00:00:00+00:00,0.00968590,-0.00726126,0.02990135,0.00316549,0.06699411
2008-01-17 00:00:00+00:00,0.01116688,-0.00516454,0.04286361,0.00531997,0.06954621
2008-01-18 00:00:00+00:00,0.01203358,-0.00676501,0.03776082,0.00476124,0.06986151
2008-01-21 00:00:00+00:00,0.00849745,0.00169878,0.03581629,0.00518048,0.06643073
2008-01-22 00:00:00+00:00,0.00364570,-0.00141399,0.03163926,0.00440456,0.07315104
2008-01-23 00:00:00+00:00,-0.00015935,-0.00332423,0.03190643,0.00054586,0.08006679
2008-01-24 00:00:00+00:00,-0.00486859,-0.00791301,0.02578247,0.00210140,0.06569706
2008-01-25 00:00:00+00:00,0.00039374,-0.00567804,0.02228746,0.00355014,0.06745091
2008-01-28 00:00:00+00:00,-0.00687628,-0.00854884,0.01836172,0.00389736,0.07902279
2008-01-29 00:00:00+00:00,-0.00774495,-0.00508952,0.02008088,0.00510848,0.06988260
2008-01-30 00:00:00+00:00,-0.01157161,-0.00421084,0.01807866,0.00314119,0.05435147
2008-01-31 00:00:00+00:00,-0.00739600,-0.00486932,0.02232003,0.00319019,0.06063736
2008-02-01 00:00:00+00:00,-0.01469788,-0.00791906,0.01604310,0.00004944,0.06525428
2008-02-04 00:00:00+00:00,-0.01491026,-0.00348538,-0.00164959,-0.00128217,0.05886600
2008-02-05 00:00:00+00:00,-0.01647623,0.00193577,-0.00693335,-0.00361427,0.05718462
2008-02-06 00:00:00+00:00,-0.01656273,0.00443982,-0.00685050,-0.00217481,0.05099397
2008-02-07 00:00:00+00:00,-0.01192774,0.00599777,-0.01138414,0.00236977,0.04832179
2008-02-08 00:00:00+00:00,-0.00216638,0.00480030,-0.00106198,0.00409861,0.05535416
